sample_id,precursor,d_um,D_f,solidity,elongation,roughness_ratio,n_scales,seg_config_hash
C01-L,L,10.38275545845127,1.0559840264585896,0.9188311688311688,0.10207577218569874,1.0934962559209618,6,4127c40a82c2
C01-L,L,12.992805914875767,1.0429615187585157,0.6893959035519834,0.5424806009966107,1.3805683806084106,8,4127c40a82c2
C01-L,L,10.701928595652946,1.0806399043844557,0.8489411764705882,0.23120678602811995,1.2725568901262643,7,4127c40a82c2
C01-L,L,5.243095045493981,,0.9558498896247241,0.28336932491265654,1.0073686169272964,0,4127c40a82c2
C01-L,L,8.62228214209062,1.0602954987256101,0.7791084497671324,0.43954230212327017,1.555314024242446,7,4127c40a82c2
C01-L,L,12.870067419150987,1.0378867025012195,0.8186382177596486,0.2874100169413476,1.201015484052768,8,4127c40a82c2
C01-L,L,7.376225639302396,1.0312986558526658,0.9126730564430245,0.3554649360232457,1.0164420125562368,6,4127c40a82c2
C01-L,L,13.717749945500481,1.049584425303322,0.7422990232907588,0.2549453508763506,1.7719609653562223,8,4127c40a82c2
C01-L,L,10.728590881225701,1.0567149568221712,0.6808111152835148,0.37249596764440196,1.4163333476415467,8,4127c40a82c2
C01-L,L,12.02334468677701,1.0637420246253393,0.7142409033877039,0.3387245046459586,1.367091737101632,7,4127c40a82c2
C01-L,L,13.399342398414202,1.0591925175634376,0.9432955303535691,0.07600473941705088,1.120544699275714,6,4127c40a82c2
C01-L,L,15.929819560843422,1.0515701151866321,0.725671750181554,0.4341765496365262,1.8643455402974753,8,4127c40a82c2
C01-L,L,7.835325076332686,,0.8790909090909091,0.11715967903086633,1.376490786415535,0,4127c40a82c2
C01-L,L,9.667132860885456,1.055219021293202,0.8382687927107062,0.37346666029230435,1.2278121524328551,8,4127c40a82c2
